ACCOUNT__0000207,CUSTOMER_0000051,BRANCH_I_0000016,CHECKING,HKD,2019-04-03,ACTIVE,-4837.8245515982535
ACCOUNT__0000208,CUSTOMER_0000073,BRANCH_I_0000020,SAVINGS,HKD,2019-07-06,BLOCKED,2951.108867743913
ACCOUNT__0000209,CUSTOMER_0000083,BRANCH_I_0000018,LOAN,EUR,2018-05-20,CLOSED,3190.3634576100767
ACCOUNT__0000210,CUSTOMER_0000025,BRANCH_I_0000004,CREDIT,USD,2020-03-15,CLOSED,-497.8645959834157
ACCOUNT__0000211,CUSTOMER_0000024,BRANCH_I_0000001,CREDIT,SGD,2020-10-24,CLOSED,8252.44812950732
ACCOUNT__0000212,CUSTOMER_0000023,BRANCH_I_0000020,LOAN,EUR,2020-07-09,BLOCKED,-3482.0890276537716
ACCOUNT__0000213,CUSTOMER_0000086,BRANCH_I_0000004,CHECKING,HKD,2020-04-22,BLOCKED,11376.944272524297
ACCOUNT__0000214,CUSTOMER_0000001,BRANCH_I_0000009,LOAN,USD,2021-11-09,BLOCKED,11695.609396460972
ACCOUNT__0000215,CUSTOMER_0000039,BRANCH_I_0000019,SAVINGS,USD,2019-08-25,CLOSED,-864.70489511508
ACCOUNT__0000216,CUSTOMER_0000086,BRANCH_I_0000004,LOAN,USD,2019-11-27,CLOSED,3794.108246671818
ACCOUNT__0000217,CUSTOMER_0000091,BRANCH_I_0000010,SAVINGS,AUD,2019-04-15,BLOCKED,5755.945342517358
ACCOUNT__0000218,CUSTOMER_0000029,BRANCH_I_0000005,LOAN,USD,2021-10-28,CLOSED,1538.4347347713865
ACCOUNT__0000219,CUSTOMER_0000090,BRANCH_I_0000018,LOAN,SGD,2021-05-10,ACTIVE,8332.543349494374
ACCOUNT__0000220,CUSTOMER_0000088,BRANCH_I_0000020,SAVINGS,GBP,2020-08-04,CLOSED,1331.2351991742653
ACCOUNT__0000221,CUSTOMER_0000073,BRANCH_I_0000004,SAVINGS,EUR,2020-06-19,ACTIVE,5022.2792989876325
ACCOUNT__0000222,CUSTOMER_0000020,BRANCH_I_0000006,CREDIT,EUR,2020-02-09,ACTIVE,6905.166663933738
ACCOUNT__0000223,CUSTOMER_0000092,BRANCH_I_0000019,LOAN,USD,2020-06-29,BLOCKED,9152.111455601651
ACCOUNT__0000224,CUSTOMER_0000059,BRANCH_I_0000005,LOAN,GBP,2017-12-15,CLOSED,3091.6203504311643
ACCOUNT__0000225,CUSTOMER_0000040,BRANCH_I_0000001,LOAN,USD,2017-08-25,CLOSED,-1186.7270982232158
ACCOUNT__0000226,CUSTOMER_0000010,BRANCH_I_0000002,LOAN,USD,2017-12-27,CLOSED,12397.164058346101
ACCOUNT__0000227,CUSTOMER_0000009,BRANCH_I_0000016,SAVINGS,USD,2018-08-22,ACTIVE,8401.984451164955
ACCOUNT__0000228,CUSTOMER_0000094,BRANCH_I_0000014,CREDIT,HKD,2019-10-11,BLOCKED,10218.354992937398
ACCOUNT__0000229,CUSTOMER_0000049,BRANCH_I_0000013,SAVINGS,AUD,2021-05-05,CLOSED,-2672.678389125716
ACCOUNT__0000230,CUSTOMER_0000045,BRANCH_I_0000004,CHECKING,HKD,2019-11-01,CLOSED,-2771.42597185435
ACCOUNT__0000231,CUSTOMER_0000029,BRANCH_I_0000001,SAVINGS,HKD,2020-03-24,CLOSED,7584.144562689911
ACCOUNT__0000232,CUSTOMER_0000055,BRANCH_I_0000018,LOAN,EUR,2019-01-07,BLOCKED,1057.7953622834684
ACCOUNT__0000233,CUSTOMER_0000036,BRANCH_I_0000007,SAVINGS,USD,2021-05-02,BLOCKED,5761.156126155969
ACCOUNT__0000234,CUSTOMER_0000003,BRANCH_I_0000008,CHECKING,USD,2020-12-17,ACTIVE,2812.718659350541
ACCOUNT__0000235,CUSTOMER_0000087,BRANCH_I_0000002,CHECKING,SGD,2019-11-20,BLOCKED,-899.0626264676712
ACCOUNT__0000236,CUSTOMER_0000028,BRANCH_I_0000002,CHECKING,GBP,2019-04-03,ACTIVE,9276.259493358044
ACCOUNT__0000237,CUSTOMER_0000094,BRANCH_I_0000019,CREDIT,GBP,2021-12-18,CLOSED,9321.693559077676
ACCOUNT__0000238,CUSTOMER_0000031,BRANCH_I_0000010,CHECKING,HKD,2020-07-21,ACTIVE,2237.3036128190643
ACCOUNT__0000239,CUSTOMER_0000036,BRANCH_I_0000002,CHECKING,AUD,2020-01-10,CLOSED,3673.3637811278677
ACCOUNT__0000240,CUSTOMER_0000045,BRANCH_I_0000013,CREDIT,AUD,2019-12-03,ACTIVE,248.0486526195191
ACCOUNT__0000241,CUSTOMER_0000024,BRANCH_I_0000018,LOAN,USD,2018-11-23,BLOCKED,10006.971675027862
ACCOUNT__0000242,CUSTOMER_0000019,BRANCH_I_0000015,SAVINGS,GBP,2019-12-20,CLOSED,4274.8567450539995
ACCOUNT__0000243,CUSTOMER_0000050,BRANCH_I_0000008,CREDIT,USD,2021-04-04,ACTIVE,11138.956828946391
ACCOUNT__0000244,CUSTOMER_0000048,BRANCH_I_0000003,CHECKING,USD,2019-09-30,CLOSED,5586.965311699627
ACCOUNT__0000245,CUSTOMER_0000006,BRANCH_I_0000003,CHECKING,EUR,2020-12-04,CLOSED,6750.3841391197075
ACCOUNT__0000246,CUSTOMER_0000028,BRANCH_I_0000016,CHECKING,EUR,2019-07-01,BLOCKED,11747.845809216778
ACCOUNT__0000247,CUSTOMER_0000002,BRANCH_I_0000007,CHECKING,HKD,2018-04-16,CLOSED,12492.510122811706
ACCOUNT__0000248,CUSTOMER_0000062,BRANCH_I_0000008,CHECKING,USD,2018-12-22,CLOSED,628.2626544795394
ACCOUNT__0000249,CUSTOMER_0000037,BRANCH_I_0000013,LOAN,GBP,2019-08-24,BLOCKED,-422.6715207563293
ACCOUNT__0000250,CUSTOMER_0000066,BRANCH_I_0000016,LOAN,USD,2021-09-06,BLOCKED,8328.506962919946
ACCOUNT__0000251,CUSTOMER_0000041,BRANCH_I_0000007,CREDIT,USD,2017-11-20,CLOSED,10121.48472571594
ACCOUNT__0000252,CUSTOMER_0000095,BRANCH_I_0000005,SAVINGS,USD,2020-11-27,CLOSED,7600.208910611393
ACCOUNT__0000253,CUSTOMER_0000038,BRANCH_I_0000005,CHECKING,USD,2019-10-05,CLOSED,9583.84751752224
ACCOUNT__0000254,CUSTOMER_0000064,BRANCH_I_0000018,CREDIT,USD,2020-05-15,CLOSED,6229.652951977376
ACCOUNT__0000255,CUSTOMER_0000063,BRANCH_I_0000015,CHECKING,SGD,2019-08-10,ACTIVE,-2550.7257498391973
ACCOUNT__0000256,CUSTOMER_0000070,BRANCH_I_0000016,CHECKING,HKD,2020-09-02,CLOSED,11751.645643471264
ACCOUNT__0000257,CUSTOMER_0000068,BRANCH_I_0000002,SAVINGS,HKD,2021-05-18,ACTIVE,8375.929762510335
ACCOUNT__0000258,CUSTOMER_0000053,BRANCH_I_0000005,CHECKING,USD,2018-06-24,ACTIVE,-1172.4057320481097
ACCOUNT__0000259,CUSTOMER_0000059,BRANCH_I_0000012,SAVINGS,AUD,2021-05-15,CLOSED,10973.15045785958
ACCOUNT__0000260,CUSTOMER_0000085,BRANCH_I_0000016,SAVINGS,USD,2020-09-21,BLOCKED,-4792.608057761882
ACCOUNT__0000261,CUSTOMER_0000068,BRANCH_I_0000009,CREDIT,USD,2021-07-18,CLOSED,2535.0311518306626
ACCOUNT__0000262,CUSTOMER_0000023,BRANCH_I_0000004,SAVINGS,GBP,2018-12-25,ACTIVE,5846.164742208866
ACCOUNT__0000263,CUSTOMER_0000033,BRANCH_I_0000012,CREDIT,SGD,2018-01-27,BLOCKED,11787.711397599276
ACCOUNT__0000264,CUSTOMER_0000059,BRANCH_I_0000019,CHECKING,HKD,2018-11-24,BLOCKED,6970.7284457317455
ACCOUNT__0000265,CUSTOMER_0000011,BRANCH_I_0000002,SAVINGS,GBP,2019-09-30,CLOSED,3330.0892523080947
ACCOUNT__0000266,CUSTOMER_0000082,BRANCH_I_0000001,CHECKING,USD,2020-01-24,CLOSED,8726.585438826945
ACCOUNT__0000267,CUSTOMER_0000073,BRANCH_I_0000004,SAVINGS,USD,2021-07-06,CLOSED,3321.255033792282
ACCOUNT__0000268,CUSTOMER_0000006,BRANCH_I_0000003,CREDIT,EUR,2020-10-16,CLOSED,-4424.218847314241
ACCOUNT__0000269,CUSTOMER_0000041,BRANCH_I_0000001,CHECKING,GBP,2021-11-06,CLOSED,9365.791786239894
ACCOUNT__0000270,CUSTOMER_0000010,BRANCH_I_0000010,CHECKING,GBP,2020-10-22,BLOCKED,6848.111902841931
ACCOUNT__0000271,CUSTOMER_0000070,BRANCH_I_0000011,LOAN,SGD,2018-06-01,CLOSED,7672.862476650511
ACCOUNT__0000272,CUSTOMER_0000065,BRANCH_I_0000012,SAVINGS,USD,2018-12-07,ACTIVE,960.3730633143541
ACCOUNT__0000273,CUSTOMER_0000099,BRANCH_I_0000020,LOAN,HKD,2019-06-18,ACTIVE,6097.151579582862
ACCOUNT__0000274,CUSTOMER_0000058,BRANCH_I_0000016,CHECKING,USD,2019-09-26,BLOCKED,-1749.5876968304829
ACCOUNT__0000275,CUSTOMER_0000075,BRANCH_I_0000013,SAVINGS,SGD,2019-04-15,ACTIVE,7479.39932187175
ACCOUNT__0000276,CUSTOMER_0000011,BRANCH_I_0000009,CHECKING,USD,2021-03-09,ACTIVE,7943.9675570904055
ACCOUNT__0000277,CUSTOMER_0000041,BRANCH_I_0000012,SAVINGS,USD,2019-05-12,BLOCKED,1298.5562035706907
ACCOUNT__0000278,CUSTOMER_0000035,BRANCH_I_0000004,CHECKING,USD,2020-01-18,BLOCKED,4747.238063871488
ACCOUNT__0000279,CUSTOMER_0000066,BRANCH_I_0000014,SAVINGS,USD,2019-08-13,CLOSED,-3371.3754419522024
ACCOUNT__0000280,CUSTOMER_0000077,BRANCH_I_0000011,LOAN,USD,2019-12-14,BLOCKED,8635.459348427068
ACCOUNT__0000281,CUSTOMER_0000093,BRANCH_I_0000018,CHECKING,GBP,2018-08-01,CLOSED,1662.8104110530048
ACCOUNT__0000282,CUSTOMER_0000018,BRANCH_I_0000009,CREDIT,USD,2018-06-13,ACTIVE,-2073.8704867151787
ACCOUNT__0000283,CUSTOMER_0000036,BRANCH_I_0000014,CREDIT,GBP,2018-01-23,BLOCKED,-595.2545886941998
ACCOUNT__0000284,CUSTOMER_0000032,BRANCH_I_0000016,CHECKING,GBP,2018-05-23,BLOCKED,-4881.571035054249
ACCOUNT__0000285,CUSTOMER_0000051,BRANCH_I_0000011,LOAN,EUR,2019-06-24,BLOCKED,857.8839155717478
ACCOUNT__0000286,CUSTOMER_0000084,BRANCH_I_0000020,CHECKING,USD,2021-01-05,CLOSED,-1485.098947713745
ACCOUNT__0000287,CUSTOMER_0000041,BRANCH_I_0000006,LOAN,HKD,2019-04-07,CLOSED,7161.760934261925
ACCOUNT__0000288,CUSTOMER_0000063,BRANCH_I_0000019,CHECKING,USD,2019-03-16,BLOCKED,1387.771904416656
ACCOUNT__0000289,CUSTOMER_0000073,BRANCH_I_0000007,CHECKING,AUD,2020-09-18,ACTIVE,11677.580701010182
ACCOUNT__0000290,CUSTOMER_0000060,BRANCH_I_0000007,LOAN,SGD,2021-07-07,ACTIVE,9331.897440078024
ACCOUNT__0000291,CUSTOMER_0000053,BRANCH_I_0000016,CHECKING,AUD,2018-12-27,BLOCKED,6526.601949315567
ACCOUNT__0000292,CUSTOMER_0000092,BRANCH_I_0000014,LOAN,USD,2020-12-25,BLOCKED,5189.270336285897
ACCOUNT__0000293,CUSTOMER_0000069,BRANCH_I_0000017,LOAN,GBP,2019-08-25,CLOSED,10671.276518815734
ACCOUNT__0000294,CUSTOMER_0000069,BRANCH_I_0000020,SAVINGS,USD,2019-01-09,CLOSED,6632.143025939571
ACCOUNT__0000295,CUSTOMER_0000022,BRANCH_I_0000020,SAVINGS,GBP,2021-04-01,CLOSED,6318.0131054916255
ACCOUNT__0000296,CUSTOMER_0000097,BRANCH_I_0000011,LOAN,USD,2018-03-08,BLOCKED,-1114.9811078843913
ACCOUNT__0000297,CUSTOMER_0000096,BRANCH_I_0000017,CHECKING,GBP,2019-10-29,BLOCKED,8515.98906809256
ACCOUNT__0000298,CUSTOMER_0000076,BRANCH_I_0000017,CHECKING,USD,2017-10-08,BLOCKED,-3170.3862348939206
ACCOUNT__0000299,CUSTOMER_0000054,BRANCH_I_0000003,SAVINGS,EUR,2021-09-22,ACTIVE,1095.7514156258167
ACCOUNT__0000300,CUSTOMER_0000044,BRANCH_I_0000015,CHECKING,GBP,2019-08-02,BLOCKED,-3291.596955300094
